City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
296,aktau,43.65,51.2,7.32,85,5,2.25,KZ,1731272106
297,ryazan',55.6744,36.6697,-0.06,96,12,1.57,RU,1731272107
298,diadema,-23.6861,-46.6228,21.17,77,20,5.66,BR,1731271900
299,rock hill,34.9249,-81.0251,17.66,72,100,3.09,US,1731272111
300,mejit,10.2753,170.8646,28.25,77,4,9.22,MH,1731272112
301,carnarvon,-24.8667,113.6333,19.96,69,61,11.13,AU,1731272113
302,northam,51.0333,-4.2167,13.67,95,81,1.24,GB,1731272114
303,vikhorevka,56.1201,101.1636,-6.88,78,100,2.75,RU,1731272115
304,vorgashor,67.5833,63.95,-16.38,99,80,3.71,RU,1731272116
305,tan-tan,28.438,-11.1032,19.99,77,0,4.21,MA,1731272117
306,kudahuvadhoo,2.6708,72.8944,27.92,77,100,5.72,MV,1731272119
307,wanxian,30.8039,108.3897,18.35,75,100,1.37,CN,1731272120
308,lobujya,27.95,86.8167,-10.5,34,0,1.58,NP,1731272121
309,wamba,8.9333,8.6,24.16,43,100,1.68,NG,1731272122
310,cozumel,20.5083,-86.9458,29.97,77,77,3.06,MX,1731272123
311,ngorongoro,-3.2397,35.4875,13.43,71,90,1.66,TZ,1731272125
312,lichinga,-13.3128,35.2406,20.05,77,0,4.63,MZ,1731272126
313,pangoa,-12.1167,-73.0,27.26,66,100,1.05,PE,1731272127
314,puerto deseado,-47.7503,-65.8938,17.47,25,86,8.35,AR,1731272128
315,lae,-6.7221,146.9847,24.13,78,100,1.98,PG,1731272129
316,huron,41.1501,-82.5499,15.44,91,99,7.39,US,1731272086
317,yulinshi,38.2906,109.7494,9.68,76,92,1.61,CN,1731272131
318,al bawiti,28.3492,28.8659,16.14,49,0,1.07,EG,1731272132
319,usogorsk,63.4106,48.6872,-5.97,96,51,0.85,RU,1731272133
320,ambovombe,-25.1667,46.0833,23.72,76,34,1.95,MG,1731272134
321,shakiso,5.75,38.9167,14.02,95,70,1.17,ET,1731272135
322,altai,46.3722,96.2583,-5.03,56,8,9.98,MN,1731272137
323,aioun,16.6614,-9.6149,27.63,11,0,4.92,MR,1731272138
324,keflavik,64.0049,-22.5624,6.24,81,40,10.8,IS,1731272139
325,mount pearl,47.5166,-52.7813,1.85,62,20,12.86,CA,1731272140
326,haiku-pauwela,20.9219,-156.3051,27.9,67,20,12.96,US,1731272141
327,jutai,-5.1833,-68.9,31.45,56,78,0.95,BR,1731272142
328,cao lanh,10.45,105.6333,24.66,92,80,1.45,VN,1731272143
329,siwa oasis,29.2041,25.5195,20.26,45,11,2.15,EG,1731272144
330,labrador city,52.9463,-66.9114,0.95,68,75,6.26,CA,1731272145
331,la passe,45.5549,-0.8967,15.19,80,100,2.95,FR,1731272146
332,bayanhongor,46.7167,100.1167,-15.71,87,18,2.18,MN,1731272147
333,geraldton,-28.7667,114.6,14.23,88,0,5.14,AU,1731272148
334,tura,25.5198,90.2201,19.27,88,0,1.37,IN,1731272149
335,bathsheba,13.2167,-59.5167,29.34,79,20,4.63,BB,1731272151
336,mersa matruh,31.3525,27.2453,17.11,63,20,2.57,EG,1731272152
337,dongcun,36.7767,121.1597,12.62,85,78,1.48,CN,1731272153
338,yamada,39.4667,141.95,10.07,73,100,1.72,JP,1731272154
339,sinabang,2.4803,96.3801,26.25,86,100,0.53,ID,1731272155
340,palikir - national government center,6.9248,158.1611,25.41,94,100,1.54,FM,1731272156
341,urzhar,47.093,81.6294,1.44,100,100,1.39,KZ,1731272157
342,muntok,-2.0667,105.1833,26.44,82,100,1.38,ID,1731272158
343,vallenar,-28.5708,-70.7581,27.41,33,5,3.78,CL,1731272108
344,ain sefra,32.75,-0.5833,13.72,60,0,3.0,DZ,1731272161
345,borogontsy,62.6683,131.1683,-20.21,99,97,0.59,RU,1731272162
346,laguna,38.421,-121.4238,21.73,34,0,0.45,US,1731272163
347,rockdale,33.6501,-84.0166,14.8,93,100,3.6,US,1731272164
348,ghat,24.9647,10.1728,19.5,30,25,1.23,LY,1731272165
349,weno,7.4515,151.8468,25.97,94,40,0.0,FM,1731272166
350,piti village,13.4626,144.6933,28.03,91,0,6.17,GU,1731272168
351,noumea,-22.2763,166.4572,26.67,99,30,3.54,NC,1731272169
352,sankt veit an der glan,46.7681,14.3603,3.01,87,75,0.51,AT,1731272170
353,nemuro,43.3236,145.575,12.08,80,100,9.77,JP,1731272171
354,gore,-46.1028,168.9436,11.3,55,45,5.04,NZ,1731272172
355,illizi,26.4833,8.4667,21.43,26,100,3.71,DZ,1731272173
356,kiffa,16.6166,-11.4045,28.35,12,18,4.61,MR,1731272174
357,ingeniero jacobacci,-41.3427,-69.5448,12.31,36,100,13.19,AR,1731272175
358,joshimath,30.5667,79.5667,8.17,50,3,2.86,IN,1731272176
359,alice springs,-23.7,133.8833,17.75,94,20,5.66,AU,1731271943
360,tarauaca,-8.1614,-70.7656,32.41,48,91,0.93,BR,1731272178
361,kayangel,8.0823,134.7173,28.19,75,29,2.15,PW,1731272179
362,sisimiut,66.9395,-53.6735,-6.44,81,100,4.4,GL,1731272180
363,nizao,18.25,-70.2,26.39,85,94,5.99,DO,1731272181
364,galliano,29.4422,-90.2992,24.0,88,100,6.17,US,1731272182
365,lushun,38.8,121.2667,4.12,58,8,2.21,CN,1731272183
366,balikpapan,-1.2675,116.8289,25.55,89,20,1.54,ID,1731272185
367,ekibastuz,51.6667,75.3667,0.95,79,98,9.48,KZ,1731272186
368,ulladulla,-35.35,150.4667,17.08,70,100,1.09,AU,1731272187
369,bikenibeu village,1.3673,173.1241,28.98,79,75,5.14,KI,1731272188
370,sunchales,-30.944,-61.5615,35.33,24,91,3.03,AR,1731272189
371,kidal,18.4411,1.4078,22.88,17,63,4.42,ML,1731272058
372,outjo,-20.1167,16.15,22.31,24,54,6.31,NA,1731272191
373,bodo,67.28,14.405,3.02,70,20,5.14,NO,1731272192
374,pieksamaki,62.3,27.1333,-0.26,90,100,1.86,FI,1731272193
375,zavitinsk,50.1167,129.45,-6.49,70,0,4.39,RU,1731272195
376,georgetown,5.4112,100.3354,26.96,89,40,1.54,MY,1731272002
377,tazacorte,28.629,-17.9293,26.19,27,0,3.09,ES,1731272197
378,la sarre,48.8002,-79.1996,4.72,83,100,1.66,CA,1731272198
379,carira,-10.3608,-37.7011,26.64,53,53,7.84,BR,1731272199
380,pacasmayo,-7.4006,-79.5714,20.59,73,59,5.97,PE,1731272200
381,akrehamn,59.2667,5.1833,7.14,93,75,6.17,NO,1731272202
382,luderitz,-26.6481,15.1594,16.1,73,0,8.71,NA,1731272203
383,bandarbeyla,9.4942,50.8122,26.18,78,56,7.9,SO,1731272204
384,taulaga,-11.0553,-171.0883,28.53,74,57,7.72,AS,1731272205
385,sorong,-0.8833,131.25,26.57,80,100,0.77,ID,1731272206
386,kiunga,-6.1219,141.2906,23.54,98,100,1.04,PG,1731272207
387,sandur,15.1,76.55,21.46,66,100,2.49,IN,1731272208
388,al majaridah,19.1236,41.9111,27.74,59,0,0.65,SA,1731272209
389,nouadhibou,20.931,-17.0347,25.99,38,0,5.66,MR,1731272115
390,garissa,-0.4536,39.6401,27.41,71,87,6.83,KE,1731272054
391,kill devil hills,36.0307,-75.676,20.01,75,0,2.06,US,1731272212
392,irymple,-34.25,142.1667,18.94,43,100,4.82,AU,1731272213
393,lamarque,-39.423,-65.7021,24.4,12,17,10.61,AR,1731272214
394,jamaame,0.0697,42.745,26.0,86,100,3.4,SO,1731272216
395,chonchi,-42.6128,-73.8092,11.73,82,23,3.88,CL,1731272217
396,vyazemskiy,47.5378,134.7525,-1.19,62,0,6.62,RU,1731272218
397,baise city,23.8997,106.6133,18.4,71,4,0.17,CN,1731272219
398,laojunmiao,39.8333,97.7333,2.6,62,99,1.96,CN,1731272220
399,westport,41.1415,-73.3579,14.07,54,0,4.12,US,1731272113
400,azemmour,33.2895,-8.3425,18.72,84,2,5.87,MA,1731272222
401,bosaso,11.2842,49.1816,25.82,75,90,0.77,SO,1731272223
402,mandeville,18.0417,-77.5071,24.84,73,35,2.69,JM,1731272224
403,neiafu,-18.65,-173.9833,26.38,78,75,7.2,TO,1731272225
404,kale,50.9581,1.8521,12.98,79,50,3.67,FR,1731272226
405,zaozersk,69.4005,32.4476,1.49,81,97,3.78,RU,1731272227
406,awjilah,29.1081,21.2869,18.36,49,18,1.76,LY,1731272228
407,bandon,51.7469,-8.7425,10.77,84,61,3.13,IE,1731272229
408,inari,68.906,27.0288,-2.41,86,60,1.91,FI,1731272230
409,kirensk,57.7853,108.1119,-15.16,98,65,0.9,RU,1731272075
410,grand falls-windsor,48.9332,-55.6649,-0.08,67,1,6.1,CA,1731272232
411,tucuma,-0.1833,-50.05,29.0,69,13,5.48,BR,1731272234
412,novaya igirma,57.1334,103.9112,-10.91,95,30,1.55,RU,1731272235
413,itaueira,-7.6033,-43.0256,32.15,35,88,1.61,BR,1731271992
414,morant bay,17.8815,-76.4093,28.62,77,18,3.8,JM,1731272237
415,cole harbour,44.6724,-63.4751,8.87,45,2,5.66,CA,1731272238
416,conduaga,8.862,117.4893,25.76,88,93,1.47,PH,1731272239
417,leninskoye,41.7589,69.3864,5.09,67,0,1.16,KZ,1731272240
418,mata-utu,-13.2816,-176.1745,27.64,80,94,6.8,WF,1731272241
419,timbuktu,16.7735,-3.0074,26.58,13,99,4.12,ML,1731272242
420,talcahuano,-36.7167,-73.1167,16.82,59,40,5.66,CL,1731272243
421,port douglas,-16.4833,145.4667,25.88,78,90,5.76,AU,1731272244
422,chernyshevsk,52.5243,117.0174,-9.24,85,100,1.09,RU,1731272245
423,portland,45.5234,-122.6762,14.04,77,100,0.89,US,1731272169
424,junin de los andes,-39.9504,-71.0694,7.12,81,64,7.2,AR,1731272075
425,sirte,31.2089,16.5887,20.9,71,100,2.6,LY,1731272248
426,jerantut,3.936,102.3626,23.35,99,100,1.0,MY,1731272250
427,colonia,50.9333,6.95,10.07,91,100,0.51,DE,1731272032
428,lakatoro,-16.0999,167.4164,26.3,67,42,4.58,VU,1731272253
429,thinadhoo,0.5333,72.9333,27.97,72,97,5.78,MV,1731272254
430,lodja,-3.4833,23.4333,18.37,99,69,0.47,CD,1731272255
431,puerto armuelles,8.2833,-82.8667,23.94,92,100,1.79,PA,1731272256
432,xai-xai,-25.0519,33.6442,24.98,73,100,5.28,MZ,1731272257
433,los llanos de aridane,28.6585,-17.9182,24.51,27,0,3.09,ES,1731272258
434,cidreira,-30.1811,-50.2056,20.9,71,0,8.29,BR,1731272259
435,gantang,26.92,119.6333,20.1,93,100,0.76,CN,1731272260
436,sampit,-2.5333,112.95,23.56,99,99,1.03,ID,1731272261
437,kijang,35.2442,129.2139,7.85,69,0,2.23,KR,1731272263
438,maba,24.6841,113.5984,17.68,85,28,0.95,CN,1731272264
439,pudozh,61.8099,36.5345,-0.79,92,28,1.44,RU,1731272265
440,rongelap,11.1635,166.8941,28.15,80,62,9.22,MH,1731272267
441,taoudenni,22.6783,-3.9836,26.35,18,15,4.25,ML,1731272268
442,sagaing,21.8787,95.9797,21.24,91,10,1.42,MM,1731272269
443,ulsteinvik,62.3432,5.8487,7.07,72,99,3.22,NO,1731272270
444,zuni pueblo,35.0725,-108.8506,14.45,21,1,1.29,US,1731272271
445,juva,56.4368,57.9478,-5.38,87,89,4.89,RU,1731272272
446,sant lluis,39.8526,4.2594,17.22,82,40,8.23,ES,1731272273
447,romanovskaya,47.5426,42.0285,5.38,87,0,3.22,RU,1731272274
448,vila velha,-20.3297,-40.2925,24.97,77,20,6.71,BR,1731272257
449,bengkulu,-3.8004,102.2655,24.51,91,93,1.98,ID,1731272276
450,dwarka,22.2394,68.9678,27.33,67,0,5.68,IN,1731272277
451,vuktyl,63.8567,57.3094,-7.77,92,99,4.6,RU,1731272278
452,flin flon,54.7682,-101.865,2.91,75,75,2.06,CA,1731272279
453,trairi,-3.2778,-39.2689,25.64,80,93,5.59,BR,1731272062
454,baotou,40.6522,109.8222,7.77,68,100,1.27,CN,1731272281
455,tommot,58.9564,126.2925,-11.61,96,99,1.65,RU,1731272282
456,pingliang,35.5392,106.6861,9.93,67,100,1.79,CN,1731272284
457,motueka,-41.1333,173.0167,16.72,43,0,4.07,NZ,1731272285
458,iwaki,37.05,140.8833,15.62,89,100,1.27,JP,1731272286
459,fukuecho,32.6881,128.8419,19.81,83,94,7.83,JP,1731272287
460,suva,-18.1416,178.4415,24.71,94,75,3.09,FJ,1731272288
461,sur,22.5667,59.5289,26.37,58,0,1.24,OM,1731272289
462,shache,38.4167,77.2406,11.45,46,100,0.94,CN,1731272290
463,touros,-5.1989,-35.4608,25.58,73,100,5.64,BR,1731272291
464,howard springs,-12.497,131.047,25.95,96,98,1.44,AU,1731272292
465,sao vicente,-23.9631,-46.3919,22.98,26,0,3.09,BR,1731272293
466,lawas,13.764,121.0566,26.74,89,100,5.45,PH,1731272294
467,nangong,37.3581,115.3744,10.64,89,5,2.04,CN,1731272295
468,augusto correa,-1.0217,-46.635,26.61,76,25,3.27,BR,1731272296
469,naze,28.3667,129.4833,22.51,90,19,2.85,JP,1731272297
470,tawau,4.2498,117.8871,25.07,94,97,1.96,MY,1731272298
471,broome,42.2506,-75.833,9.07,80,100,3.58,US,1731272299
472,darwin,-12.4611,130.8418,25.99,83,20,1.54,AU,1731272301
473,nova vicosa,-17.8919,-39.3719,24.16,81,74,6.08,BR,1731272302
474,chichiriviche,10.9333,-68.2772,28.7,71,97,2.03,VE,1731272303
475,tidjikja,18.5564,-11.4271,24.69,13,74,4.54,MR,1731272304
476,lijiang,26.8688,100.2207,5.44,91,0,1.8,CN,1731272305
477,mount isa,-20.7333,139.5,31.87,22,100,5.66,AU,1731272306
478,hun,29.1268,15.9477,21.12,33,100,4.12,LY,1731272307
479,neryungri,56.6709,124.6491,-20.44,97,62,1.43,RU,1731272309
480,fale old settlement,-9.3852,-171.2468,27.86,77,96,5.9,TK,1731272310
481,puerto lempira,15.2667,-83.7667,31.08,66,20,4.12,HN,1731272311
482,sao gabriel da cachoeira,-0.1303,-67.0892,25.42,93,74,0.7,BR,1731272312
483,pyu,18.4833,96.4333,21.49,99,22,3.01,MM,1731272313
484,aripuana,-9.1667,-60.6333,27.24,72,100,1.9,BR,1731272314
485,gilroy,37.0058,-121.5683,23.94,29,0,1.54,US,1731272068
486,brisas de zicatela,15.8369,-97.0419,28.76,73,30,2.44,MX,1731272316
487,oro valley,32.3909,-110.9665,27.81,12,2,2.68,US,1731272317
488,belmonte,-15.8631,-38.8828,23.23,93,100,5.0,BR,1731272318
489,mana,5.6592,-53.7767,27.82,80,100,5.2,GF,1731272320
490,onguday,50.75,86.15,-0.61,66,100,2.85,RU,1731272321
491,lukovit,43.2,24.1667,4.24,90,100,0.84,BG,1731272322
492,jose pedro varela,-33.45,-54.5333,21.88,69,0,3.61,UY,1731272323
493,happy valley-goose bay,53.3168,-60.3315,3.17,65,75,5.14,CA,1731272324
494,tabou,4.423,-7.3528,25.94,84,26,2.84,CI,1731272325
495,qarchi gak,37.04,66.7889,11.54,46,29,4.13,AF,1731272326
496,andergrove,-21.0833,149.1833,25.98,67,100,4.16,AU,1731272327
497,novyy urgal,51.0736,132.5642,-10.2,86,2,2.62,RU,1731272328
498,lorengau,-2.0226,147.2712,27.17,82,39,1.35,PG,1731272329
499,chinde,26.8212,87.7095,18.97,73,0,2.44,NP,1731272330
500,barranca,-10.75,-77.7667,20.28,72,38,4.63,PE,1731272228
501,arteche,12.2645,125.4048,25.12,93,78,2.55,PH,1731272332
502,hammerfest,70.6634,23.6821,7.25,81,75,7.2,NO,1731272333
503,weyburn,49.6668,-103.8511,4.12,81,94,11.83,CA,1731272334
504,anloga,5.7947,0.8973,27.54,75,46,3.78,GH,1731272335
505,amungan,15.3652,119.9582,26.01,90,100,2.45,PH,1731272337
506,bonthe,7.5264,-12.505,26.87,83,21,2.61,SL,1731272338
507,trittau,53.6167,10.4,6.81,98,83,0.89,DE,1731272339
508,abeche,13.8292,20.8324,26.39,23,62,3.51,TD,1731272340
509,correntina,-13.3433,-44.6367,24.71,74,18,1.55,BR,1731272341
510,deqen,29.9618,90.7188,-1.97,68,0,1.22,CN,1731272342
511,massa marittima,43.049,10.8928,10.3,100,0,1.92,IT,1731272343
512,juneau,58.3019,-134.4197,4.12,100,100,3.18,US,1731272344
513,bataipora,-22.2953,-53.2711,30.04,47,27,3.87,BR,1731272345
514,maintirano,-18.0667,44.0167,26.17,76,0,3.66,MG,1731272346
515,ronne,55.1009,14.7066,5.95,65,100,3.6,DK,1731272347
516,puerto santander,8.3636,-72.4063,25.28,85,100,0.93,CO,1731272348
517,nuuk,64.1835,-51.7216,-3.4,86,92,2.24,GL,1731272349
518,lubang,13.8584,120.124,28.61,78,100,6.93,PH,1731272350
519,jala,21.0833,-104.4333,30.33,41,7,2.57,MX,1731272351
520,cootamundra,-34.65,148.0333,15.36,67,100,6.7,AU,1731272352
521,cannonvale,-20.2833,148.7,25.66,62,99,4.35,AU,1731272354
522,namibe,-15.1961,12.1522,21.2,69,68,3.36,AO,1731272355
523,bagneres-de-bigorre,43.0667,0.15,10.83,100,100,1.03,FR,1731272356
524,lebyazh'ye,55.2689,66.4947,-9.51,94,7,3.7,RU,1731272357
525,filingue,14.3521,3.3168,26.33,14,16,3.31,NE,1731272358
526,fenoarivo be,-18.4333,46.5667,21.63,77,91,1.87,MG,1731272359
527,los andes,-32.8337,-70.5983,22.94,31,10,3.98,CL,1731272360
528,balqash,46.8481,74.995,2.41,68,99,9.54,KZ,1731272265
529,pisco,-13.7,-76.2167,23.03,60,0,5.66,PE,1731272362
530,qaisumah,28.3112,46.1273,21.98,43,0,3.09,SA,1731272363
531,ta`u,-14.2336,-169.5144,27.02,83,80,8.37,AS,1731272364
532,magadan,59.5667,150.8,-10.34,66,100,7.8,RU,1731272365
533,camana,-16.6228,-72.7111,19.77,77,36,2.49,PE,1731272366
534,bardai,11.65,7.2333,21.35,29,47,3.4,NG,1731272367
535,kogalym,62.2654,74.4791,-11.09,95,99,5.82,RU,1731272369
536,ambalangoda,6.2355,80.0538,24.71,88,100,4.24,LK,1731272370
537,zouila,35.5006,11.0606,20.12,70,99,0.47,TN,1731272371
538,buenaventura,3.8801,-77.0312,29.06,74,40,3.09,CO,1731272372
539,manggar,-2.8833,108.2667,26.42,80,100,1.1,ID,1731272373
540,dhuusamarreeb,5.535,46.3861,26.29,67,97,5.88,SO,1731272374
541,beira,-19.8436,34.8389,26.05,83,20,5.29,MZ,1731272375
542,gulf shores,30.246,-87.7008,26.03,76,75,3.6,US,1731272376
543,viana,-20.3903,-40.4961,24.87,85,94,1.85,BR,1731272377
544,la'ie,21.6477,-157.9253,27.25,75,22,3.58,US,1731272378
545,taltal,-25.4,-70.4833,19.41,72,56,2.43,CL,1731272381
546,port moresby,-9.4431,147.1797,24.68,94,40,2.06,PG,1731272382
547,shahpur,16.7,76.8333,21.51,64,21,2.13,IN,1731272384
548,garachico,28.7781,-17.7646,24.71,64,0,3.09,ES,1731272385
549,sydney,-33.8679,151.2073,18.72,76,75,6.69,AU,1731272314
550,sedrata,36.1287,7.5338,12.41,84,29,2.58,DZ,1731272387
551,zambezi,-13.5432,23.1047,21.51,75,86,3.0,ZM,1731272388
552,balkashino,52.5167,68.7667,-4.8,95,100,4.38,KZ,1731272389
553,burewala,30.1667,72.65,23.46,29,4,2.24,PK,1731272390
554,quellon,-43.1167,-73.6167,9.86,73,39,5.73,CL,1731272393
555,dunedin,-45.8742,170.5036,11.56,55,69,5.81,NZ,1731272361
556,namie,37.4833,141.0,13.88,97,100,2.19,JP,1731272395
557,gobabis,-22.45,18.9667,24.67,33,92,2.81,NA,1731272115
558,woodward,36.4337,-99.3904,22.2,28,0,4.63,US,1731272397
559,tofol,5.3248,163.0078,28.47,78,100,8.67,FM,1731272398
560,cavan,53.9908,-7.3606,7.47,94,99,1.35,IE,1731272399
561,karratha,-20.7377,116.8463,25.68,41,50,3.97,AU,1731272400
562,hadibu,12.65,54.0333,25.87,79,77,4.53,YE,1731272401
563,farasan,16.7022,42.1183,29.67,69,0,3.73,SA,1731272403
564,inda silase,14.1031,38.2829,19.53,55,100,2.6,ET,1731272404
565,maceio,-9.6658,-35.7353,26.69,78,0,6.17,BR,1731272405
566,paghman,34.5875,68.9533,6.0,55,0,0.74,AF,1731272406
567,maumere,-8.6199,122.2111,26.29,82,100,0.98,ID,1731272407
568,kalevala,65.2,31.1667,-1.1,83,26,2.11,RU,1731272408
569,haradok,55.4624,29.9816,3.74,88,100,0.8,BY,1731272409
570,texarkana,33.4251,-94.0477,28.12,47,0,0.89,US,1731272182
571,fontenay-le-comte,46.5833,-1.0,13.54,85,100,3.01,FR,1731272413
572,kristiansund,63.1115,7.732,6.74,93,0,3.09,NO,1731272414
573,miquelon,47.0975,-56.3814,4.99,62,3,13.38,PM,1731272415
574,montevallo,33.1007,-86.8642,21.58,88,100,2.96,US,1731272416
575,taperoa,-7.2075,-36.8267,29.63,39,100,8.77,BR,1731272417
576,barreirinhas,-2.7469,-42.8264,26.21,78,42,4.77,BR,1731272418
577,fort bragg,35.139,-79.006,20.91,68,100,1.54,US,1731272419
578,alto araguaia,-17.3147,-53.2153,25.59,73,93,1.45,BR,1731272420
579,akureyri,65.6835,-18.0878,6.96,70,75,9.26,IS,1731272422
580,dakhla,23.6848,-15.958,25.01,38,0,5.14,EH,1731272424
581,kourou,5.1552,-52.6478,27.17,79,75,3.36,GF,1731272302
582,qurayyat,31.3318,37.3428,17.1,42,0,3.09,SA,1731272426
583,agbabu,6.5886,4.8343,24.05,93,82,0.77,NG,1731272427
584,alness,57.696,-4.2551,9.36,83,4,3.94,GB,1731272429
585,horishni plavni,49.0097,33.6455,4.0,81,0,2.08,UA,1731272430
586,san borja,-14.8167,-66.85,32.42,55,88,2.31,BO,1731272432
587,el calafate,-50.3408,-72.2768,11.01,56,71,6.21,AR,1731272433
588,nuku'alofa,-21.1333,-175.2,25.19,83,75,5.66,TO,1731272434
589,basco,20.4487,121.9702,26.53,89,95,10.43,PH,1731272435
590,uttukkuli,11.1667,77.4333,22.01,74,47,1.1,IN,1731272436
591,plettenberg bay,-34.0527,23.3716,14.81,87,35,1.56,ZA,1731272437
592,newman,37.3138,-121.0208,21.14,39,31,0.89,US,1731272341
593,hithadhoo,-0.6,73.0833,27.95,73,94,6.07,MV,1731272439
594,puerto carreno,6.189,-67.4859,31.99,62,40,2.06,CO,1731272440
595,lubu,23.1742,112.2809,19.91,79,41,1.02,CN,1731272442
